,ticker,period,mktcap,tao1,tao2,vol
6720,TNB_THOMAS & BETTS CORP,5.0,cap1,2584.60822492,4112.20373367,increasingVol
8093,TNB_THOMAS & BETTS CORP,6.0,cap1,8008.35550062,4987.07315092,decreacingVol
9466,TNB_THOMAS & BETTS CORP,7.0,nan,1219.94697518,673.844911403,decreacingVol
2602,TOS_TOSCO CORP,2.0,cap1,4292.64310599,4649.54895083,normalVol
3975,TOS_TOSCO CORP,3.0,cap2,2814.01421553,2787.43535402,normalVol
5348,TOS_TOSCO CORP,4.0,cap3,2579.52362517,4164.72856725,increasingVol
6721,TOS_TOSCO CORP,5.0,nan,,,normalVol
8094,TOS_TOSCO CORP,6.0,nan,,,normalVol
9467,TOS_TOSCO CORP,7.0,nan,,,normalVol
2603,TOY_TOYS R US INC,2.0,cap5,1945.52958287,1842.04501882,normalVol
3976,TOY_TOYS R US INC,3.0,cap5,1592.61131291,2758.07223294,increasingVol
5349,TOY_TOYS R US INC,4.0,cap3,3249.66504968,4035.15411798,increasingVol
6722,TOY_TOYS R US INC,5.0,nan,3702.75213616,4899.90693332,increasingVol
8095,TOY_TOYS R US INC,6.0,nan,,,normalVol
9468,TOY_TOYS R US INC,7.0,nan,,,normalVol
2604,TRA_TRANE COMPANY,2.0,nan,,,normalVol
3977,TRA_TRANE COMPANY,3.0,nan,,,normalVol
5350,TRA_TRANE COMPANY,4.0,nan,,,normalVol
6723,TRA_TRANE COMPANY,5.0,nan,,,normalVol
8096,TRA_TRANE COMPANY,6.0,nan,,,normalVol
9469,TRA_TRANE COMPANY,7.0,nan,,,normalVol
2605,TRCO_TRIBUNE MEDIA CO,2.0,nan,,,normalVol
3978,TRCO_TRIBUNE MEDIA CO,3.0,nan,,,normalVol
5351,TRCO_TRIBUNE MEDIA CO,4.0,nan,,,normalVol
6724,TRCO_TRIBUNE MEDIA CO,5.0,nan,,,normalVol
8097,TRCO_TRIBUNE MEDIA CO,6.0,nan,,,normalVol
9470,TRCO_TRIBUNE MEDIA CO,7.0,nan,2115.65376405,1648.83958086,decreacingVol
2606,TRIP_TRIPADVISOR INC,2.0,nan,,,normalVol
3979,TRIP_TRIPADVISOR INC,3.0,nan,,,normalVol
5352,TRIP_TRIPADVISOR INC,4.0,nan,,,normalVol
6725,TRIP_TRIPADVISOR INC,5.0,nan,,,normalVol
8098,TRIP_TRIPADVISOR INC,6.0,nan,98.4948339633,77.5344243804,decreacingVol
9471,TRIP_TRIPADVISOR INC,7.0,cap2,11014.90259,10082.3709101,normalVol
2607,TROW_T ROWE PRICE GROUP INC,2.0,nan,,,normalVol
3980,TROW_T ROWE PRICE GROUP INC,3.0,nan,,,normalVol
5353,TROW_T ROWE PRICE GROUP INC,4.0,nan,563.196395771,630.02384611,normalVol
6726,TROW_T ROWE PRICE GROUP INC,5.0,cap3,4073.08539851,2991.76462712,decreacingVol
8099,TROW_T ROWE PRICE GROUP INC,6.0,cap4,6918.92788206,5496.34499138,decreacingVol
9472,TROW_T ROWE PRICE GROUP INC,7.0,cap4,3462.13160386,3795.59171091,normalVol
2608,TRV_TRAVELERS COMPANIES INC,2.0,nan,,,normalVol
3981,TRV_TRAVELERS COMPANIES INC,3.0,nan,,,normalVol
5354,TRV_TRAVELERS COMPANIES INC,4.0,nan,,,normalVol
6727,TRV_TRAVELERS COMPANIES INC,5.0,nan,,,normalVol
8100,TRV_TRAVELERS COMPANIES INC,6.0,cap5,4487.76431064,5737.31535932,increasingVol
9473,TRV_TRAVELERS COMPANIES INC,7.0,cap4,3914.47110224,3768.59087407,normalVol
2609,TRW_T R W INC,2.0,cap4,1249.53122568,1079.78305711,normalVol
3982,TRW_T R W INC,3.0,cap4,1334.49301739,1346.14622723,normalVol
5355,TRW_T R W INC,4.0,cap3,1666.97317238,2408.99147762,increasingVol
6728,TRW_T R W INC,5.0,nan,1332.61390593,1360.99236421,normalVol
8101,TRW_T R W INC,6.0,nan,,,normalVol
9474,TRW_T R W INC,7.0,nan,,,normalVol
2610,TSCO_TRACTOR SUPPLY CO NEW,2.0,nan,,,normalVol
3983,TSCO_TRACTOR SUPPLY CO NEW,3.0,nan,1746.69786648,1179.07019959,decreacingVol
5356,TSCO_TRACTOR SUPPLY CO NEW,4.0,cap1,2000.49919181,3065.90672,increasingVol
6729,TSCO_TRACTOR SUPPLY CO NEW,5.0,cap1,8762.93932201,7011.86896173,decreacingVol
8102,TSCO_TRACTOR SUPPLY CO NEW,6.0,cap1,11297.1894708,7458.76019345,decreacingVol
9475,TSCO_TRACTOR SUPPLY CO NEW,7.0,cap2,6242.85701435,5603.63974873,normalVol
2611,TSG_SABRE HOLDINGS CORP,2.0,nan,,,normalVol
3984,TSG_SABRE HOLDINGS CORP,3.0,nan,,,normalVol
5357,TSG_SABRE HOLDINGS CORP,4.0,nan,2238.88138161,1876.75630889,normalVol
6730,TSG_SABRE HOLDINGS CORP,5.0,cap2,4454.75939262,4246.82081123,normalVol
8103,TSG_SABRE HOLDINGS CORP,6.0,nan,400.380492686,334.604418359,normalVol
9476,TSG_SABRE HOLDINGS CORP,7.0,nan,,,normalVol
2612,TSN_TYSON FOODS INC,2.0,nan,,,normalVol
3985,TSN_TYSON FOODS INC,3.0,nan,,,normalVol
5358,TSN_TYSON FOODS INC,4.0,cap2,1149.01106101,3303.28391614,increasingVol
6731,TSN_TYSON FOODS INC,5.0,cap2,3654.68885583,4586.13264547,increasingVol
8104,TSN_TYSON FOODS INC,6.0,cap2,9559.70561618,9401.29925155,normalVol
9477,TSN_TYSON FOODS INC,7.0,cap3,9806.11062109,8602.17705414,normalVol
2613,TSS_TOTAL SYSTEM SERVICES INC,2.0,nan,50.4690170458,31.8397653403,decreacingVol
3986,TSS_TOTAL SYSTEM SERVICES INC,3.0,cap2,78.5784026242,102.615695715,increasingVol
5359,TSS_TOTAL SYSTEM SERVICES INC,4.0,cap3,200.154237002,186.460997481,normalVol
6732,TSS_TOTAL SYSTEM SERVICES INC,5.0,cap2,604.28253338,411.710892109,decreacingVol
8105,TSS_TOTAL SYSTEM SERVICES INC,6.0,cap2,3013.80273366,4572.20780604,increasingVol
9478,TSS_TOTAL SYSTEM SERVICES INC,7.0,cap2,4633.43753214,4149.48745819,normalVol
2614,TTRR_TRACOR INC NEW,2.0,nan,,,normalVol
3987,TTRR_TRACOR INC NEW,3.0,cap1,2704.92294102,4164.46721068,increasingVol
5360,TTRR_TRACOR INC NEW,4.0,nan,1139.36411079,1450.01193307,increasingVol
6733,TTRR_TRACOR INC NEW,5.0,nan,,,normalVol
8106,TTRR_TRACOR INC NEW,6.0,nan,,,normalVol
9479,TTRR_TRACOR INC NEW,7.0,nan,,,normalVol
2615,TT_TRANE INC,2.0,nan,,,normalVol
3988,TT_TRANE INC,3.0,nan,,,normalVol
5361,TT_TRANE INC,4.0,nan,,,normalVol
6734,TT_TRANE INC,5.0,nan,,,normalVol
8107,TT_TRANE INC,6.0,nan,1749.43003419,802.891308981,decreacingVol
9480,TT_TRANE INC,7.0,nan,,,normalVol
2616,TUP_TUPPERWARE BRANDS CORP,2.0,nan,,,normalVol
3989,TUP_TUPPERWARE BRANDS CORP,3.0,nan,,,normalVol
5362,TUP_TUPPERWARE BRANDS CORP,4.0,nan,,,normalVol
6735,TUP_TUPPERWARE BRANDS CORP,5.0,nan,956.625674914,928.702801823,normalVol
8108,TUP_TUPPERWARE BRANDS CORP,6.0,cap1,8485.18928824,7768.81826984,normalVol
9481,TUP_TUPPERWARE BRANDS CORP,7.0,cap1,5529.57658537,7598.29662135,increasingVol
2617,TWC_TIME WARNER CABLE INC,2.0,nan,,,normalVol
3990,TWC_TIME WARNER CABLE INC,3.0,nan,,,normalVol
5363,TWC_TIME WARNER CABLE INC,4.0,nan,,,normalVol
6736,TWC_TIME WARNER CABLE INC,5.0,nan,,,normalVol
8109,TWC_TIME WARNER CABLE INC,6.0,cap5,1520.03642375,4369.44468046,increasingVol
9482,TWC_TIME WARNER CABLE INC,7.0,cap5,4211.45688944,4816.67931736,normalVol
2618,TWX_TIME WARNER INC NEW,2.0,nan,,,normalVol
3991,TWX_TIME WARNER INC NEW,3.0,nan,,,normalVol
5364,TWX_TIME WARNER INC NEW,4.0,nan,,,normalVol
6737,TWX_TIME WARNER INC NEW,5.0,nan,1341.73515358,2236.67438425,increasingVol
8110,TWX_TIME WARNER INC NEW,6.0,cap5,4619.9223799,4556.59300856,normalVol
9483,TWX_TIME WARNER INC NEW,7.0,cap5,3967.54436776,4149.67793688,normalVol
2619,TWX_TIME WARNER INC,2.0,nan,890.047327451,1245.62474396,increasingVol
3992,TWX_TIME WARNER INC,3.0,cap5,1871.82088907,1549.21728923,decreacingVol
5365,TWX_TIME WARNER INC,4.0,cap5,1486.68289242,1715.43440449,normalVol
6738,TWX_TIME WARNER INC,5.0,nan,,,normalVol
8111,TWX_TIME WARNER INC,6.0,nan,,,normalVol
9484,TWX_TIME WARNER INC,7.0,nan,,,normalVol
2620,TXG_TEXAS GAS RESOURCES CORP,2.0,nan,,,normalVol
3993,TXG_TEXAS GAS RESOURCES CORP,3.0,nan,,,normalVol
5366,TXG_TEXAS GAS RESOURCES CORP,4.0,nan,,,normalVol
6739,TXG_TEXAS GAS RESOURCES CORP,5.0,nan,,,normalVol
8112,TXG_TEXAS GAS RESOURCES CORP,6.0,nan,,,normalVol
9485,TXG_TEXAS GAS RESOURCES CORP,7.0,nan,,,normalVol
2621,TXN_TEXAS INSTRUMENTS INC,2.0,cap4,4128.8472795,3096.0705219,decreacingVol
3994,TXN_TEXAS INSTRUMENTS INC,3.0,cap5,4425.06997532,7155.79607905,increasingVol
5367,TXN_TEXAS INSTRUMENTS INC,4.0,cap5,5475.77254044,3912.12403599,decreacingVol
6740,TXN_TEXAS INSTRUMENTS INC,5.0,cap5,4431.76587479,5401.64108962,increasingVol
8113,TXN_TEXAS INSTRUMENTS INC,6.0,cap5,7879.73452056,7001.45365152,normalVol
9486,TXN_TEXAS INSTRUMENTS INC,7.0,cap5,4428.89312901,3697.52606117,normalVol
2622,TXO_TEXAS OIL & GAS CORP,2.0,nan,,,normalVol
3995,TXO_TEXAS OIL & GAS CORP,3.0,nan,,,normalVol
5368,TXO_TEXAS OIL & GAS CORP,4.0,nan,,,normalVol
6741,TXO_TEXAS OIL & GAS CORP,5.0,nan,,,normalVol
8114,TXO_TEXAS OIL & GAS CORP,6.0,nan,,,normalVol
9487,TXO_TEXAS OIL & GAS CORP,7.0,nan,,,normalVol
2623,TXT_TEXTRON INC,2.0,cap4,2219.38483063,1121.68320693,decreacingVol
3996,TXT_TEXTRON INC,3.0,cap4,1093.23183179,1265.88477989,normalVol
5369,TXT_TEXTRON INC,4.0,cap4,1555.07404432,2583.21811338,increasingVol
6742,TXT_TEXTRON INC,5.0,cap4,3464.95474462,3486.22678125,normalVol
8115,TXT_TEXTRON INC,6.0,cap3,10523.321046,11472.2106374,normalVol
9488,TXT_TEXTRON INC,7.0,cap3,6211.63947994,4298.89542304,decreacingVol
2624,TXU_T X U CORP,2.0,nan,,,normalVol
3997,TXU_T X U CORP,3.0,nan,,,normalVol
5370,TXU_T X U CORP,4.0,nan,804.482379304,1021.6901543,increasingVol
6743,TXU_T X U CORP,5.0,cap4,5126.20599423,5523.54308331,normalVol
8116,TXU_T X U CORP,6.0,nan,1237.49421399,1389.43126366,normalVol
9489,TXU_T X U CORP,7.0,nan,,,normalVol
2625,TX_TEXACO INC,2.0,cap5,3716.80171709,1774.54596059,decreacingVol
3998,TX_TEXACO INC,3.0,cap5,1524.90243069,1755.18540469,normalVol
5371,TX_TEXACO INC,4.0,cap5,1986.94105754,2189.80007349,normalVol
6744,TX_TEXACO INC,5.0,nan,,,normalVol
8117,TX_TEXACO INC,6.0,nan,,,normalVol
9490,TX_TEXACO INC,7.0,nan,,,normalVol
2626,TYC_TYCO INTERNATIONAL PLC IRELAND,2.0,nan,,,normalVol
3999,TYC_TYCO INTERNATIONAL PLC IRELAND,3.0,nan,,,normalVol
5372,TYC_TYCO INTERNATIONAL PLC IRELAND,4.0,nan,,,normalVol
6745,TYC_TYCO INTERNATIONAL PLC IRELAND,5.0,nan,,,normalVol
8118,TYC_TYCO INTERNATIONAL PLC IRELAND,6.0,nan,,,normalVol
9491,TYC_TYCO INTERNATIONAL PLC IRELAND,7.0,nan,1466.70962522,1890.88720715,increasingVol
2627,TYM_TYMSHARE INC,2.0,nan,,,normalVol
4000,TYM_TYMSHARE INC,3.0,nan,,,normalVol
5373,TYM_TYMSHARE INC,4.0,nan,,,normalVol
6746,TYM_TYMSHARE INC,5.0,nan,,,normalVol
8119,TYM_TYMSHARE INC,6.0,nan,,,normalVol
9492,TYM_TYMSHARE INC,7.0,nan,,,normalVol
2628,T_A T & T CORP,2.0,nan,,,normalVol
4001,T_A T & T CORP,3.0,nan,504.880244493,788.543834484,increasingVol
5374,T_A T & T CORP,4.0,cap5,2207.2566879,2568.62222694,normalVol
6747,T_A T & T CORP,5.0,cap5,2460.12386188,3373.34471094,increasingVol
8120,T_A T & T CORP,6.0,nan,,,normalVol
9493,T_A T & T CORP,7.0,nan,,,normalVol
2629,T_A T & T INC,2.0,nan,,,normalVol
4002,T_A T & T INC,3.0,nan,,,normalVol
5375,T_A T & T INC,4.0,nan,,,normalVol
6748,T_A T & T INC,5.0,nan,540.69172858,719.188355697,increasingVol
8121,T_A T & T INC,6.0,cap5,2965.38665115,3007.08542189,normalVol
9494,T_A T & T INC,7.0,cap5,2927.74128919,2756.84533951,normalVol
2630,UAA_UNDER ARMOUR INC,2.0,nan,,,normalVol
4003,UAA_UNDER ARMOUR INC,3.0,nan,,,normalVol
5376,UAA_UNDER ARMOUR INC,4.0,nan,,,normalVol
6749,UAA_UNDER ARMOUR INC,5.0,nan,,,normalVol
8122,UAA_UNDER ARMOUR INC,6.0,nan,,,normalVol
9495,UAA_UNDER ARMOUR INC,7.0,nan,198.477530628,163.093665471,decreacingVol
2631,UAL_UNITED CONTINENTAL HOLDINGS INC,2.0,nan,,,normalVol
4004,UAL_UNITED CONTINENTAL HOLDINGS INC,3.0,nan,,,normalVol
5377,UAL_UNITED CONTINENTAL HOLDINGS INC,4.0,nan,,,normalVol
6750,UAL_UNITED CONTINENTAL HOLDINGS INC,5.0,nan,,,normalVol
8123,UAL_UNITED CONTINENTAL HOLDINGS INC,6.0,nan,3241.78465718,3154.14763297,normalVol
9496,UAL_UNITED CONTINENTAL HOLDINGS INC,7.0,cap3,9342.16013037,10101.1400169,normalVol
2632,UCC_UNION CAMP CORP,2.0,cap4,1695.02207075,1541.84843111,normalVol
4005,UCC_UNION CAMP CORP,3.0,cap4,1553.42923119,1864.44066681,increasingVol
5378,UCC_UNION CAMP CORP,4.0,nan,1055.58314664,1375.83782115,increasingVol
6751,UCC_UNION CAMP CORP,5.0,nan,,,normalVol
8124,UCC_UNION CAMP CORP,6.0,nan,,,normalVol
9497,UCC_UNION CAMP CORP,7.0,nan,,,normalVol
2633,UCL_UNOCAL CORP,2.0,cap5,2109.72364763,1694.13055184,decreacingVol
4006,UCL_UNOCAL CORP,3.0,cap5,1817.98149561,1803.73754704,normalVol
5379,UCL_UNOCAL CORP,4.0,cap4,2813.00929111,2814.93224077,normalVol
6752,UCL_UNOCAL CORP,5.0,nan,1731.87488873,3764.32520607,increasingVol
8125,UCL_UNOCAL CORP,6.0,nan,,,normalVol
9498,UCL_UNOCAL CORP,7.0,nan,,,normalVol
2634,UCM_UNICOM CORP HOLDING CO,2.0,nan,,,normalVol
4007,UCM_UNICOM CORP HOLDING CO,3.0,nan,577.769242615,789.994774503,increasingVol
5380,UCM_UNICOM CORP HOLDING CO,4.0,cap4,1881.3450526,1718.60703829,normalVol
6753,UCM_UNICOM CORP HOLDING CO,5.0,nan,,,normalVol
8126,UCM_UNICOM CORP HOLDING CO,6.0,nan,,,normalVol
9499,UCM_UNICOM CORP HOLDING CO,7.0,nan,,,normalVol
2635,UCT_UNITED CABLE TELEVISION,2.0,nan,897.993719428,716.081818845,decreacingVol
4008,UCT_UNITED CABLE TELEVISION,3.0,nan,,,normalVol
5381,UCT_UNITED CABLE TELEVISION,4.0,nan,,,normalVol
6754,UCT_UNITED CABLE TELEVISION,5.0,nan,,,normalVol
8127,UCT_UNITED CABLE TELEVISION,6.0,nan,,,normalVol
9500,UCT_UNITED CABLE TELEVISION,7.0,nan,,,normalVol
2636,UDR_U D R INC,2.0,nan,,,normalVol
4009,UDR_U D R INC,3.0,nan,,,normalVol
5382,UDR_U D R INC,4.0,nan,,,normalVol
6755,UDR_U D R INC,5.0,nan,,,normalVol
8128,UDR_U D R INC,6.0,cap1,11672.8120413,7991.95714999,decreacingVol
9501,UDR_U D R INC,7.0,cap2,5035.30007005,4231.61987412,normalVol
2637,UD_UNIDYNAMICS CORP,2.0,nan,,,normalVol
4010,UD_UNIDYNAMICS CORP,3.0,nan,,,normalVol
5383,UD_UNIDYNAMICS CORP,4.0,nan,,,normalVol
6756,UD_UNIDYNAMICS CORP,5.0,nan,,,normalVol
8129,UD_UNIDYNAMICS CORP,6.0,nan,,,normalVol
9502,UD_UNIDYNAMICS CORP,7.0,nan,,,normalVol
2638,UHS_UNIVERSAL HEALTH SERVICES INC,2.0,nan,307.055016181,333.740175682,normalVol
4011,UHS_UNIVERSAL HEALTH SERVICES INC,3.0,cap1,1631.32286377,1825.31168522,normalVol
5384,UHS_UNIVERSAL HEALTH SERVICES INC,4.0,cap2,2124.57519439,6484.53898156,increasingVol
6757,UHS_UNIVERSAL HEALTH SERVICES INC,5.0,cap2,8034.15732599,7433.71566835,normalVol
8130,UHS_UNIVERSAL HEALTH SERVICES INC,6.0,cap1,8136.17454085,8871.95938026,normalVol
9503,UHS_UNIVERSAL HEALTH SERVICES INC,7.0,cap2,5656.26561686,5992.29294537,normalVol
2639,UH_U S HOME CORP,2.0,cap1,1910.88517948,1235.48704041,decreacingVol
4012,UH_U S HOME CORP,3.0,cap1,2570.88495243,3107.34879255,increasingVol
5385,UH_U S HOME CORP,4.0,nan,1587.95154618,1451.96369759,normalVol
6758,UH_U S HOME CORP,5.0,nan,,,normalVol
8131,UH_U S HOME CORP,6.0,nan,,,normalVol
9504,UH_U S HOME CORP,7.0,nan,,,normalVol
2640,UIS_UNISYS CORP,2.0,cap4,3189.79821441,3235.12554924,normalVol
4013,UIS_UNISYS CORP,3.0,cap2,4642.73950117,4130.07467499,normalVol
5386,UIS_UNISYS CORP,4.0,cap3,5595.17744628,4896.49551868,normalVol
6759,UIS_UNISYS CORP,5.0,cap2,2534.82358908,3515.52775698,increasingVol
8132,UIS_UNISYS CORP,6.0,cap1,6423.43346511,11473.1367927,increasingVol
9505,UIS_UNISYS CORP,7.0,cap1,8863.40647806,8251.67986319,normalVol
2641,ULTA_ULTA SALON COSMETICS & FRAG INC,2.0,nan,,,normalVol
4014,ULTA_ULTA SALON COSMETICS & FRAG INC,3.0,nan,,,normalVol
5387,ULTA_ULTA SALON COSMETICS & FRAG INC,4.0,nan,,,normalVol
6760,ULTA_ULTA SALON COSMETICS & FRAG INC,5.0,nan,,,normalVol
8133,ULTA_ULTA SALON COSMETICS & FRAG INC,6.0,cap1,3134.35835254,5976.99518899,increasingVol
9506,ULTA_ULTA SALON COSMETICS & FRAG INC,7.0,cap2,10171.1888621,9034.00729821,normalVol
2642,UMG_MEDIAONE GROUP INC,2.0,nan,,,normalVol
4015,UMG_MEDIAONE GROUP INC,3.0,nan,,,normalVol
5388,UMG_MEDIAONE GROUP INC,4.0,nan,1045.3603568,960.079172535,normalVol
6761,UMG_MEDIAONE GROUP INC,5.0,nan,,,normalVol
8134,UMG_MEDIAONE GROUP INC,6.0,nan,,,normalVol
9507,UMG_MEDIAONE GROUP INC,7.0,nan,,,normalVol
2643,UNH_UNITEDHEALTH GROUP INC,2.0,nan,,,normalVol
4016,UNH_UNITEDHEALTH GROUP INC,3.0,nan,,,normalVol
5389,UNH_UNITEDHEALTH GROUP INC,4.0,nan,1459.82467172,1330.07223311,normalVol
6762,UNH_UNITEDHEALTH GROUP INC,5.0,cap5,3843.11276514,3379.84989363,normalVol
8135,UNH_UNITEDHEALTH GROUP INC,6.0,cap5,5090.48470775,5264.38557706,normalVol
9508,UNH_UNITEDHEALTH GROUP INC,7.0,cap5,3483.48537065,2523.85248373,decreacingVol
2644,UNM_UNUM GROUP,2.0,nan,,,normalVol
4017,UNM_UNUM GROUP,3.0,nan,,,normalVol
5390,UNM_UNUM GROUP,4.0,nan,,,normalVol
6763,UNM_UNUM GROUP,5.0,nan,,,normalVol
8136,UNM_UNUM GROUP,6.0,cap3,6356.15013432,5996.08791968,normalVol
9509,UNM_UNUM GROUP,7.0,cap2,4734.18722656,4335.66347761,normalVol
2645,UNP_UNION PACIFIC CORP,2.0,cap5,1514.34158946,1183.64031488,decreacingVol
4018,UNP_UNION PACIFIC CORP,3.0,cap5,1008.8437239,1598.1083624,increasingVol
5391,UNP_UNION PACIFIC CORP,4.0,cap5,2156.63758863,2268.25050853,normalVol
6764,UNP_UNION PACIFIC CORP,5.0,cap5,2927.30999408,3184.17305263,normalVol
8137,UNP_UNION PACIFIC CORP,6.0,cap5,7392.80566826,4478.4166639,decreacingVol
9510,UNP_UNION PACIFIC CORP,7.0,cap5,2801.26683378,3434.39186789,increasingVol
2646,UN_UNILEVER N V,2.0,cap5,530.849592504,751.254990909,increasingVol
4019,UN_UNILEVER N V,3.0,cap5,1007.70741248,775.365062703,decreacingVol
5392,UN_UNILEVER N V,4.0,cap5,735.25561659,766.811710079,normalVol
6765,UN_UNILEVER N V,5.0,cap5,906.519764651,400.449099015,decreacingVol
8138,UN_UNILEVER N V,6.0,cap5,777.247142987,951.911731773,increasingVol
9511,UN_UNILEVER N V,7.0,cap5,695.773188517,766.937487462,normalVol
2647,UPC_UNION PLANTERS CORP,2.0,nan,367.11905175,473.394845854,increasingVol
4020,UPC_UNION PLANTERS CORP,3.0,cap1,1452.84223386,1358.71095868,normalVol
5393,UPC_UNION PLANTERS CORP,4.0,cap3,1623.36022303,1565.84255402,normalVol
6766,UPC_UNION PLANTERS CORP,5.0,nan,988.694987308,1068.97780859,normalVol
8139,UPC_UNION PLANTERS CORP,6.0,nan,,,normalVol
9512,UPC_UNION PLANTERS CORP,7.0,nan,,,normalVol
2648,UPR_UNION PACIFIC RES GROUP INC,2.0,nan,,,normalVol
4021,UPR_UNION PACIFIC RES GROUP INC,3.0,nan,211.711094332,417.310677949,increasingVol
5394,UPR_UNION PACIFIC RES GROUP INC,4.0,nan,1599.20476472,2080.32123481,increasingVol
6767,UPR_UNION PACIFIC RES GROUP INC,5.0,nan,,,normalVol
8140,UPR_UNION PACIFIC RES GROUP INC,6.0,nan,,,normalVol
9513,UPR_UNION PACIFIC RES GROUP INC,7.0,nan,,,normalVol
2649,UPS_UNITED PARCEL SERVICE INC,2.0,nan,,,normalVol
4022,UPS_UNITED PARCEL SERVICE INC,3.0,nan,,,normalVol
5395,UPS_UNITED PARCEL SERVICE INC,4.0,nan,3912.56629212,1340.09708592,decreacingVol
6768,UPS_UNITED PARCEL SERVICE INC,5.0,cap5,3452.24928445,2941.04506505,normalVol
8141,UPS_UNITED PARCEL SERVICE INC,6.0,cap5,4883.47400365,4106.51671977,normalVol
9514,UPS_UNITED PARCEL SERVICE INC,7.0,cap5,3023.66571006,2688.97528986,normalVol
2650,URBN_URBAN OUTFITTERS INC,2.0,nan,,,normalVol
4023,URBN_URBAN OUTFITTERS INC,3.0,nan,2377.06528322,2181.96280516,normalVol
5396,URBN_URBAN OUTFITTERS INC,4.0,cap1,2043.3383166,3163.7480537,increasingVol
6769,URBN_URBAN OUTFITTERS INC,5.0,cap2,11620.7553447,12090.1809714,normalVol
8142,URBN_URBAN OUTFITTERS INC,6.0,cap2,15755.5298166,14290.3404998,normalVol
9515,URBN_URBAN OUTFITTERS INC,7.0,cap1,10842.0508094,12230.2545873,normalVol
2651,URI_UNITED RENTALS INC,2.0,nan,,,normalVol
4024,URI_UNITED RENTALS INC,3.0,nan,,,normalVol
5397,URI_UNITED RENTALS INC,4.0,cap2,2334.78728024,2292.4655427,normalVol
6770,URI_UNITED RENTALS INC,5.0,cap1,4284.26814138,6477.88652462,increasingVol
8143,URI_UNITED RENTALS INC,6.0,cap1,12704.4136083,19249.2442903,increasingVol
9516,URI_UNITED RENTALS INC,7.0,cap2,15846.7054103,14240.0441343,normalVol
2652,USBC_UNITED STATES BANCORP,2.0,cap3,1491.70576813,2889.13541683,increasingVol
4025,USBC_UNITED STATES BANCORP,3.0,cap3,1980.66117076,2543.84761527,increasingVol
5398,USBC_UNITED STATES BANCORP,4.0,nan,439.527398652,382.248984959,normalVol
6771,USBC_UNITED STATES BANCORP,5.0,nan,,,normalVol
8144,USBC_UNITED STATES BANCORP,6.0,nan,,,normalVol
9517,USBC_UNITED STATES BANCORP,7.0,nan,,,normalVol
2653,USB_U S BANCORP DEL,2.0,nan,,,normalVol
4026,USB_U S BANCORP DEL,3.0,nan,,,normalVol
5399,USB_U S BANCORP DEL,4.0,cap5,1161.3526937,1731.68905219,increasingVol
6772,USB_U S BANCORP DEL,5.0,cap5,1482.01119195,1570.30090228,normalVol
8145,USB_U S BANCORP DEL,6.0,cap5,6735.59988201,4677.01223129,decreacingVol
9518,USB_U S BANCORP DEL,7.0,cap5,3063.13830998,2519.68679334,decreacingVol
2654,USG_U S G CORP,2.0,cap2,3504.35202958,1002.82032697,decreacingVol
4027,USG_U S G CORP,3.0,cap1,1967.11182076,2149.12640531,normalVol
5400,USG_U S G CORP,4.0,cap2,2813.87954016,5769.17296775,increasingVol
6773,USG_U S G CORP,5.0,cap1,8451.15921632,15782.9958964,increasingVol
8146,USG_U S G CORP,6.0,cap1,9525.53769245,9836.85406668,normalVol
9519,USG_U S G CORP,7.0,cap1,13013.8087668,7784.14666675,decreacingVol
2655,USHC_UNITED STATES HEALTHCARE INC,2.0,cap2,6198.55886766,8125.03914958,increasingVol
4028,USHC_UNITED STATES HEALTHCARE INC,3.0,cap4,8296.97486394,7796.80842153,normalVol
5401,USHC_UNITED STATES HEALTHCARE INC,4.0,nan,,,normalVol
6774,USHC_UNITED STATES HEALTHCARE INC,5.0,nan,,,normalVol
8147,USHC_UNITED STATES HEALTHCARE INC,6.0,nan,,,normalVol
9520,USHC_UNITED STATES HEALTHCARE INC,7.0,nan,,,normalVol
2656,USH_USLIFE CORP,2.0,cap2,1601.04470255,1416.63177136,normalVol
4029,USH_USLIFE CORP,3.0,cap2,1282.16870862,1308.55340443,normalVol
5402,USH_USLIFE CORP,4.0,nan,469.135874309,292.681572907,decreacingVol
6775,USH_USLIFE CORP,5.0,nan,,,normalVol
8148,USH_USLIFE CORP,6.0,nan,,,normalVol
9521,USH_USLIFE CORP,7.0,nan,,,normalVol
2657,USS_UNITED STATES SURGICAL CORP,2.0,cap3,1004.17668436,3000.51155566,increasingVol
4030,USS_UNITED STATES SURGICAL CORP,3.0,cap3,8138.72672888,5288.18535913,decreacingVol
5403,USS_UNITED STATES SURGICAL CORP,4.0,nan,2124.36782721,1651.77852254,decreacingVol
6776,USS_UNITED STATES SURGICAL CORP,5.0,nan,,,normalVol
8149,USS_UNITED STATES SURGICAL CORP,6.0,nan,,,normalVol
9522,USS_UNITED STATES SURGICAL CORP,7.0,nan,,,normalVol
2658,UST_U S T INC,2.0,cap4,1389.69329962,932.911164091,decreacingVol
4031,UST_U S T INC,3.0,cap4,1261.31995347,1471.7632161,normalVol
5404,UST_U S T INC,4.0,cap3,1833.24201411,2244.9837123,increasingVol
6777,UST_U S T INC,5.0,cap3,2487.21085215,3985.36766443,increasingVol
8150,UST_U S T INC,6.0,nan,2002.11801729,4137.72918722,increasingVol
9523,UST_U S T INC,7.0,nan,,,normalVol
